"id","name","set_id","number","rarity","supertype","types","hp","evolvesFrom","artist","images_small","images_large"
"swsh45sv-SV063","Galarian Farfetch'd","swsh45sv","SV063","Rare Shiny","Pokémon","Fighting","80","","Kagemaru Himeno","https://images.pokemontcg.io/swsh45sv/SV063.png","https://images.pokemontcg.io/swsh45sv/SV063_hires.png"
"swsh45sv-SV064","Galarian Sirfetch'd","swsh45sv","SV064","Rare Shiny","Pokémon","Fighting","130","Galarian Farfetch'd","Kouki Saitou","https://images.pokemontcg.io/swsh45sv/SV064.png","https://images.pokemontcg.io/swsh45sv/SV064_hires.png"
"swsh45sv-SV065","Galarian Yamask","swsh45sv","SV065","Rare Shiny","Pokémon","Fighting","70","","sowsow","https://images.pokemontcg.io/swsh45sv/SV065.png","https://images.pokemontcg.io/swsh45sv/SV065_hires.png"
"swsh45sv-SV066","Galarian Runerigus","swsh45sv","SV066","Rare Shiny","Pokémon","Fighting","100","Galarian Yamask","Shin Nagasawa","https://images.pokemontcg.io/swsh45sv/SV066.png","https://images.pokemontcg.io/swsh45sv/SV066_hires.png"
"swsh45sv-SV067","Rolycoly","swsh45sv","SV067","Rare Shiny","Pokémon","Fighting","70","","Shigenori Negishi","https://images.pokemontcg.io/swsh45sv/SV067.png","https://images.pokemontcg.io/swsh45sv/SV067_hires.png"
"swsh45sv-SV068","Carkol","swsh45sv","SV068","Rare Shiny","Pokémon","Fighting","100","Rolycoly","tetsuya koizumi","https://images.pokemontcg.io/swsh45sv/SV068.png","https://images.pokemontcg.io/swsh45sv/SV068_hires.png"
"swsh45sv-SV069","Coalossal","swsh45sv","SV069","Rare Shiny","Pokémon","Fighting","160","Carkol","nagimiso","https://images.pokemontcg.io/swsh45sv/SV069.png","https://images.pokemontcg.io/swsh45sv/SV069_hires.png"
"swsh45sv-SV070","Silicobra","swsh45sv","SV070","Rare Shiny","Pokémon","Fighting","80","","Akira Komayama","https://images.pokemontcg.io/swsh45sv/SV070.png","https://images.pokemontcg.io/swsh45sv/SV070_hires.png"
"swsh45sv-SV071","Sandaconda","swsh45sv","SV071","Rare Shiny","Pokémon","Fighting","140","Silicobra","Shin Nagasawa","https://images.pokemontcg.io/swsh45sv/SV071.png","https://images.pokemontcg.io/swsh45sv/SV071_hires.png"
"swsh45sv-SV072","Clobbopus","swsh45sv","SV072","Rare Shiny","Pokémon","Fighting","60","","Kyoko Umemoto","https://images.pokemontcg.io/swsh45sv/SV072.png","https://images.pokemontcg.io/swsh45sv/SV072_hires.png"
"swsh45sv-SV073","Grapploct","swsh45sv","SV073","Rare Shiny","Pokémon","Fighting","130","Clobbopus","Masakazu Fukuda","https://images.pokemontcg.io/swsh45sv/SV073.png","https://images.pokemontcg.io/swsh45sv/SV073_hires.png"
"swsh45sv-SV074","Falinks","swsh45sv","SV074","Rare Shiny","Pokémon","Fighting","90","","Kouki Saitou","https://images.pokemontcg.io/swsh45sv/SV074.png","https://images.pokemontcg.io/swsh45sv/SV074_hires.png"
"swsh45sv-SV075","Stonjourner","swsh45sv","SV075","Rare Shiny","Pokémon","Fighting","140","","Hitoshi Ariga","https://images.pokemontcg.io/swsh45sv/SV075.png","https://images.pokemontcg.io/swsh45sv/SV075_hires.png"
"swsh45sv-SV076","Koffing","swsh45sv","SV076","Rare Shiny","Pokémon","Darkness","60","","Yumi","https://images.pokemontcg.io/swsh45sv/SV076.png","https://images.pokemontcg.io/swsh45sv/SV076_hires.png"
"swsh45sv-SV077","Galarian Weezing","swsh45sv","SV077","Rare Shiny","Pokémon","Darkness","130","Koffing","Kouki Saitou","https://images.pokemontcg.io/swsh45sv/SV077.png","https://images.pokemontcg.io/swsh45sv/SV077_hires.png"
"swsh45sv-SV078","Galarian Zigzagoon","swsh45sv","SV078","Rare Shiny","Pokémon","Darkness","70","","Misa Tsutsui","https://images.pokemontcg.io/swsh45sv/SV078.png","https://images.pokemontcg.io/swsh45sv/SV078_hires.png"
"swsh45sv-SV079","Galarian Linoone","swsh45sv","SV079","Rare Shiny","Pokémon","Darkness","100","Galarian Zigzagoon","Shin Nagasawa","https://images.pokemontcg.io/swsh45sv/SV079.png","https://images.pokemontcg.io/swsh45sv/SV079_hires.png"
"swsh45sv-SV080","Galarian Obstagoon","swsh45sv","SV080","Rare Shiny","Pokémon","Darkness","160","Galarian Linoone","Ryuta Fuse","https://images.pokemontcg.io/swsh45sv/SV080.png","https://images.pokemontcg.io/swsh45sv/SV080_hires.png"
"swsh45sv-SV081","Nickit","swsh45sv","SV081","Rare Shiny","Pokémon","Darkness","70","","Saya Tsuruta","https://images.pokemontcg.io/swsh45sv/SV081.png","https://images.pokemontcg.io/swsh45sv/SV081_hires.png"
"swsh45sv-SV082","Thievul","swsh45sv","SV082","Rare Shiny","Pokémon","Darkness","100","Nickit","Kagemaru Himeno","https://images.pokemontcg.io/swsh45sv/SV082.png","https://images.pokemontcg.io/swsh45sv/SV082_hires.png"
"swsh45sv-SV083","Impidimp","swsh45sv","SV083","Rare Shiny","Pokémon","Darkness","70","","Misa Tsutsui","https://images.pokemontcg.io/swsh45sv/SV083.png","https://images.pokemontcg.io/swsh45sv/SV083_hires.png"
"swsh45sv-SV084","Morgrem","swsh45sv","SV084","Rare Shiny","Pokémon","Darkness","90","Impidimp","SATOSHI NAKAI","https://images.pokemontcg.io/swsh45sv/SV084.png","https://images.pokemontcg.io/swsh45sv/SV084_hires.png"
"swsh45sv-SV085","Grimmsnarl","swsh45sv","SV085","Rare Shiny","Pokémon","Darkness","170","Morgrem","Kouki Saitou","https://images.pokemontcg.io/swsh45sv/SV085.png","https://images.pokemontcg.io/swsh45sv/SV085_hires.png"
"swsh45sv-SV086","Galarian Meowth","swsh45sv","SV086","Rare Shiny","Pokémon","Metal","60","","Shigenori Negishi","https://images.pokemontcg.io/swsh45sv/SV086.png","https://images.pokemontcg.io/swsh45sv/SV086_hires.png"
"swsh45sv-SV087","Galarian Perrserker","swsh45sv","SV087","Rare Shiny","Pokémon","Metal","120","Galarian Meowth","Ryuta Fuse","https://images.pokemontcg.io/swsh45sv/SV087.png","https://images.pokemontcg.io/swsh45sv/SV087_hires.png"
"swsh45sv-SV088","Galarian Stunfisk","swsh45sv","SV088","Rare Shiny","Pokémon","Metal","120","","tetsuya koizumi","https://images.pokemontcg.io/swsh45sv/SV088.png","https://images.pokemontcg.io/swsh45sv/SV088_hires.png"
"swsh45sv-SV089","Corviknight","swsh45sv","SV089","Rare Shiny","Pokémon","Metal","170","Corvisquire","kirisAki","https://images.pokemontcg.io/swsh45sv/SV089.png","https://images.pokemontcg.io/swsh45sv/SV089_hires.png"
"swsh45sv-SV090","Cufant","swsh45sv","SV090","Rare Shiny","Pokémon","Metal","100","","sowsow","https://images.pokemontcg.io/swsh45sv/SV090.png","https://images.pokemontcg.io/swsh45sv/SV090_hires.png"
"swsh45sv-SV091","Copperajah","swsh45sv","SV091","Rare Shiny","Pokémon","Metal","190","Cufant","Shin Nagasawa","https://images.pokemontcg.io/swsh45sv/SV091.png","https://images.pokemontcg.io/swsh45sv/SV091_hires.png"
"swsh45sv-SV092","Duraludon","swsh45sv","SV092","Rare Shiny","Pokémon","Metal","130","","Souichirou Gunjima","https://images.pokemontcg.io/swsh45sv/SV092.png","https://images.pokemontcg.io/swsh45sv/SV092_hires.png"
"swsh45sv-SV093","Minccino","swsh45sv","SV093","Rare Shiny","Pokémon","Colorless","70","","MAHOU","https://images.pokemontcg.io/swsh45sv/SV093.png","https://images.pokemontcg.io/swsh45sv/SV093_hires.png"
"swsh45sv-SV094","Cinccino","swsh45sv","SV094","Rare Shiny","Pokémon","Colorless","90","Minccino","kirisAki","https://images.pokemontcg.io/swsh45sv/SV094.png","https://images.pokemontcg.io/swsh45sv/SV094_hires.png"
"swsh45sv-SV095","Ducklett","swsh45sv","SV095","Rare Shiny","Pokémon","Colorless","50","","Kyoko Umemoto","https://images.pokemontcg.io/swsh45sv/SV095.png","https://images.pokemontcg.io/swsh45sv/SV095_hires.png"
"swsh45sv-SV096","Swanna","swsh45sv","SV096","Rare Shiny","Pokémon","Colorless","110","Ducklett","Kagemaru Himeno","https://images.pokemontcg.io/swsh45sv/SV096.png","https://images.pokemontcg.io/swsh45sv/SV096_hires.png"
"swsh45sv-SV097","Bunnelby","swsh45sv","SV097","Rare Shiny","Pokémon","Colorless","40","","Misa Tsutsui","https://images.pokemontcg.io/swsh45sv/SV097.png","https://images.pokemontcg.io/swsh45sv/SV097_hires.png"
"swsh45sv-SV098","Oranguru","swsh45sv","SV098","Rare Shiny","Pokémon","Colorless","120","","nagimiso","https://images.pokemontcg.io/swsh45sv/SV098.png","https://images.pokemontcg.io/swsh45sv/SV098_hires.png"
"swsh45sv-SV099","Skwovet","swsh45sv","SV099","Rare Shiny","Pokémon","Colorless","70","","Naoki Saito","https://images.pokemontcg.io/swsh45sv/SV099.png","https://images.pokemontcg.io/swsh45sv/SV099_hires.png"
"swsh45sv-SV100","Greedent","swsh45sv","SV100","Rare Shiny","Pokémon","Colorless","120","Skwovet","Hideki Ishikawa","https://images.pokemontcg.io/swsh45sv/SV100.png","https://images.pokemontcg.io/swsh45sv/SV100_hires.png"
"swsh45sv-SV101","Rookidee","swsh45sv","SV101","Rare Shiny","Pokémon","Colorless","60","","Lee HyunJung","https://images.pokemontcg.io/swsh45sv/SV101.png","https://images.pokemontcg.io/swsh45sv/SV101_hires.png"
"swsh45sv-SV102","Corvisquire","swsh45sv","SV102","Rare Shiny","Pokémon","Colorless","80","Rookidee","Masakazu Fukuda","https://images.pokemontcg.io/swsh45sv/SV102.png","https://images.pokemontcg.io/swsh45sv/SV102_hires.png"
"swsh45sv-SV103","Wooloo","swsh45sv","SV103","Rare Shiny","Pokémon","Colorless","70","","Kyoko Umemoto","https://images.pokemontcg.io/swsh45sv/SV103.png","https://images.pokemontcg.io/swsh45sv/SV103_hires.png"
"swsh45sv-SV104","Dubwool","swsh45sv","SV104","Rare Shiny","Pokémon","Colorless","130","Wooloo","Kouki Saitou","https://images.pokemontcg.io/swsh45sv/SV104.png","https://images.pokemontcg.io/swsh45sv/SV104_hires.png"
"swsh45sv-SV105","Rillaboom V","swsh45sv","SV105","Rare Holo V","Pokémon","Grass","220","","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV105.png","https://images.pokemontcg.io/swsh45sv/SV105_hires.png"
"swsh45sv-SV106","Rillaboom VMAX","swsh45sv","SV106","Rare Holo VMAX","Pokémon","Grass","330","Rillaboom V","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV106.png","https://images.pokemontcg.io/swsh45sv/SV106_hires.png"
"swsh45sv-SV107","Charizard VMAX","swsh45sv","SV107","Rare Holo VMAX","Pokémon","Fire","330","Charizard V","aky CG Works","https://images.pokemontcg.io/swsh45sv/SV107.png","https://images.pokemontcg.io/swsh45sv/SV107_hires.png"
"swsh45sv-SV108","Centiskorch V","swsh45sv","SV108","Rare Holo V","Pokémon","Fire","210","","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV108.png","https://images.pokemontcg.io/swsh45sv/SV108_hires.png"
"swsh45sv-SV109","Centiskorch VMAX","swsh45sv","SV109","Rare Holo VMAX","Pokémon","Fire","320","Centiskorch V","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV109.png","https://images.pokemontcg.io/swsh45sv/SV109_hires.png"
"swsh45sv-SV110","Lapras V","swsh45sv","SV110","Rare Holo V","Pokémon","Water","210","","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV110.png","https://images.pokemontcg.io/swsh45sv/SV110_hires.png"
"swsh45sv-SV111","Lapras VMAX","swsh45sv","SV111","Rare Holo VMAX","Pokémon","Water","320","Lapras V","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV111.png","https://images.pokemontcg.io/swsh45sv/SV111_hires.png"
"swsh45sv-SV112","Toxtricity V","swsh45sv","SV112","Rare Holo V","Pokémon","Lightning","210","","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV112.png","https://images.pokemontcg.io/swsh45sv/SV112_hires.png"
"swsh45sv-SV113","Toxtricity VMAX","swsh45sv","SV113","Rare Holo VMAX","Pokémon","Lightning","320","Toxtricity V","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV113.png","https://images.pokemontcg.io/swsh45sv/SV113_hires.png"
"swsh45sv-SV114","Indeedee V","swsh45sv","SV114","Rare Holo V","Pokémon","Psychic","180","","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV114.png","https://images.pokemontcg.io/swsh45sv/SV114_hires.png"
"swsh45sv-SV115","Falinks V","swsh45sv","SV115","Rare Holo V","Pokémon","Fighting","160","","aky CG Works","https://images.pokemontcg.io/swsh45sv/SV115.png","https://images.pokemontcg.io/swsh45sv/SV115_hires.png"
"swsh45sv-SV116","Grimmsnarl V","swsh45sv","SV116","Rare Holo V","Pokémon","Darkness","220","","PLANETA Mochizuki","https://images.pokemontcg.io/swsh45sv/SV116.png","https://images.pokemontcg.io/swsh45sv/SV116_hires.png"
"swsh45sv-SV117","Grimmsnarl VMAX","swsh45sv","SV117","Rare Holo VMAX","Pokémon","Darkness","330","Grimmsnarl V","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV117.png","https://images.pokemontcg.io/swsh45sv/SV117_hires.png"
"swsh45sv-SV118","Ditto V","swsh45sv","SV118","Rare Holo V","Pokémon","Colorless","170","","Saki Hayashiro","https://images.pokemontcg.io/swsh45sv/SV118.png","https://images.pokemontcg.io/swsh45sv/SV118_hires.png"
"swsh45sv-SV119","Ditto VMAX","swsh45sv","SV119","Rare Holo VMAX","Pokémon","Colorless","320","Ditto V","PLANETA Tsuji","https://images.pokemontcg.io/swsh45sv/SV119.png","https://images.pokemontcg.io/swsh45sv/SV119_hires.png"
"swsh45sv-SV120","Dubwool V","swsh45sv","SV120","Rare Holo V","Pokémon","Colorless","210","","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV120.png","https://images.pokemontcg.io/swsh45sv/SV120_hires.png"
"swsh45sv-SV121","Eternatus V","swsh45sv","SV121","Rare Secret","Pokémon","Darkness","220","","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV121.png","https://images.pokemontcg.io/swsh45sv/SV121_hires.png"
"swsh45sv-SV122","Eternatus VMAX","swsh45sv","SV122","Rare Secret","Pokémon","Darkness","340","Eternatus V","5ban Graphics","https://images.pokemontcg.io/swsh45sv/SV122.png","https://images.pokemontcg.io/swsh45sv/SV122_hires.png"
"swsh5-1","Bellsprout","swsh5","1","Common","Pokémon","Grass","50","","Sekio","https://images.pokemontcg.io/swsh5/1.png","https://images.pokemontcg.io/swsh5/1_hires.png"
"swsh5-2","Weepinbell","swsh5","2","Uncommon","Pokémon","Grass","80","Bellsprout","Shibuzoh.","https://images.pokemontcg.io/swsh5/2.png","https://images.pokemontcg.io/swsh5/2_hires.png"
"swsh5-3","Victreebel","swsh5","3","Rare","Pokémon","Grass","150","Weepinbell","Tika Matsuno","https://images.pokemontcg.io/swsh5/3.png","https://images.pokemontcg.io/swsh5/3_hires.png"
"swsh5-4","Cacnea","swsh5","4","Common","Pokémon","Grass","70","","Kazuma Koda","https://images.pokemontcg.io/swsh5/4.png","https://images.pokemontcg.io/swsh5/4_hires.png"
"swsh5-5","Cacturne","swsh5","5","Uncommon","Pokémon","Grass","120","Cacnea","Tomokazu Komiya","https://images.pokemontcg.io/swsh5/5.png","https://images.pokemontcg.io/swsh5/5_hires.png"
"swsh5-6","Kricketune V","swsh5","6","Rare Holo V","Pokémon","Grass","180","","Satoshi Shirai","https://images.pokemontcg.io/swsh5/6.png","https://images.pokemontcg.io/swsh5/6_hires.png"
"swsh5-7","Cherubi","swsh5","7","Common","Pokémon","Grass","50","","Akira Komayama","https://images.pokemontcg.io/swsh5/7.png","https://images.pokemontcg.io/swsh5/7_hires.png"
"swsh5-8","Cherrim","swsh5","8","Rare Holo","Pokémon","Grass","80","Cherubi","Mina Nakai","https://images.pokemontcg.io/swsh5/8.png","https://images.pokemontcg.io/swsh5/8_hires.png"
"swsh5-9","Carnivine","swsh5","9","Uncommon","Pokémon","Grass","110","","AKIRA EGAWA","https://images.pokemontcg.io/swsh5/9.png","https://images.pokemontcg.io/swsh5/9_hires.png"
"swsh5-10","Durant","swsh5","10","Uncommon","Pokémon","Grass","90","","kodama","https://images.pokemontcg.io/swsh5/10.png","https://images.pokemontcg.io/swsh5/10_hires.png"
"swsh5-11","Scatterbug","swsh5","11","Common","Pokémon","Grass","40","","Midori Harada","https://images.pokemontcg.io/swsh5/11.png","https://images.pokemontcg.io/swsh5/11_hires.png"
"swsh5-12","Spewpa","swsh5","12","Uncommon","Pokémon","Grass","80","Scatterbug","Sumiyoshi Kizuki","https://images.pokemontcg.io/swsh5/12.png","https://images.pokemontcg.io/swsh5/12_hires.png"
"swsh5-13","Vivillon","swsh5","13","Rare","Pokémon","Grass","120","Spewpa","miki kudo","https://images.pokemontcg.io/swsh5/13.png","https://images.pokemontcg.io/swsh5/13_hires.png"
"swsh5-14","Fomantis","swsh5","14","Common","Pokémon","Grass","60","","Yukiko Baba","https://images.pokemontcg.io/swsh5/14.png","https://images.pokemontcg.io/swsh5/14_hires.png"
"swsh5-15","Lurantis","swsh5","15","Rare","Pokémon","Grass","120","Fomantis","Anesaki Dynamic","https://images.pokemontcg.io/swsh5/15.png","https://images.pokemontcg.io/swsh5/15_hires.png"
"swsh5-16","Tapu Bulu","swsh5","16","Rare Holo","Pokémon","Grass","130","","Ryota Murayama","https://images.pokemontcg.io/swsh5/16.png","https://images.pokemontcg.io/swsh5/16_hires.png"
"swsh5-17","Blipbug","swsh5","17","Common","Pokémon","Grass","50","","Masakazu Fukuda","https://images.pokemontcg.io/swsh5/17.png","https://images.pokemontcg.io/swsh5/17_hires.png"
"swsh5-18","Flapple V","swsh5","18","Rare Holo V","Pokémon","Grass","190","","PLANETA Mochizuki","https://images.pokemontcg.io/swsh5/18.png","https://images.pokemontcg.io/swsh5/18_hires.png"
"swsh5-19","Flapple VMAX","swsh5","19","Rare Holo VMAX","Pokémon","Grass","320","Flapple V","PLANETA Tsuji","https://images.pokemontcg.io/swsh5/19.png","https://images.pokemontcg.io/swsh5/19_hires.png"
"swsh5-20","Entei","swsh5","20","Rare Holo","Pokémon","Fire","130","","kodama","https://images.pokemontcg.io/swsh5/20.png","https://images.pokemontcg.io/swsh5/20_hires.png"
"swsh5-21","Victini V","swsh5","21","Rare Holo V","Pokémon","Fire","190","","Kagemaru Himeno","https://images.pokemontcg.io/swsh5/21.png","https://images.pokemontcg.io/swsh5/21_hires.png"
"swsh5-22","Victini VMAX","swsh5","22","Rare Holo VMAX","Pokémon","Fire","310","Victini V","PLANETA Mochizuki","https://images.pokemontcg.io/swsh5/22.png","https://images.pokemontcg.io/swsh5/22_hires.png"
"swsh5-23","Tepig","swsh5","23","Common","Pokémon","Fire","80","","You Iribi","https://images.pokemontcg.io/swsh5/23.png","https://images.pokemontcg.io/swsh5/23_hires.png"
"swsh5-24","Pignite","swsh5","24","Uncommon","Pokémon","Fire","100","Tepig","tetsuya koizumi","https://images.pokemontcg.io/swsh5/24.png","https://images.pokemontcg.io/swsh5/24_hires.png"
"swsh5-25","Emboar","swsh5","25","Rare Holo","Pokémon","Fire","180","Pignite","Anesaki Dynamic","https://images.pokemontcg.io/swsh5/25.png","https://images.pokemontcg.io/swsh5/25_hires.png"
"swsh5-26","Heatmor","swsh5","26","Uncommon","Pokémon","Fire","120","","Miki Tanaka","https://images.pokemontcg.io/swsh5/26.png","https://images.pokemontcg.io/swsh5/26_hires.png"
"swsh5-27","Salandit","swsh5","27","Common","Pokémon","Fire","70","","Yuka Morii","https://images.pokemontcg.io/swsh5/27.png","https://images.pokemontcg.io/swsh5/27_hires.png"
"swsh5-28","Salazzle","swsh5","28","Rare","Pokémon","Fire","90","Salandit","Shibuzoh.","https://images.pokemontcg.io/swsh5/28.png","https://images.pokemontcg.io/swsh5/28_hires.png"
"swsh5-29","Sizzlipede","swsh5","29","Common","Pokémon","Fire","70","","Yuka Morii","https://images.pokemontcg.io/swsh5/29.png","https://images.pokemontcg.io/swsh5/29_hires.png"
"swsh5-30","Centiskorch","swsh5","30","Rare","Pokémon","Fire","130","Sizzlipede","Souichirou Gunjima","https://images.pokemontcg.io/swsh5/30.png","https://images.pokemontcg.io/swsh5/30_hires.png"
"swsh5-31","Horsea","swsh5","31","Common","Pokémon","Water","60","","Anesaki Dynamic","https://images.pokemontcg.io/swsh5/31.png","https://images.pokemontcg.io/swsh5/31_hires.png"
"swsh5-32","Seadra","swsh5","32","Uncommon","Pokémon","Water","90","Horsea","0313","https://images.pokemontcg.io/swsh5/32.png","https://images.pokemontcg.io/swsh5/32_hires.png"
"swsh5-33","Kingdra","swsh5","33","Rare Holo","Pokémon","Water","150","Seadra","kawayoo","https://images.pokemontcg.io/swsh5/33.png","https://images.pokemontcg.io/swsh5/33_hires.png"
"swsh5-34","Galarian Mr. Mime","swsh5","34","Common","Pokémon","Water","80","","kodama","https://images.pokemontcg.io/swsh5/34.png","https://images.pokemontcg.io/swsh5/34_hires.png"
"swsh5-35","Galarian Mr. Rime","swsh5","35","Rare","Pokémon","Water","110","Galarian Mr. Mime","HYOGONOSUKE","https://images.pokemontcg.io/swsh5/35.png","https://images.pokemontcg.io/swsh5/35_hires.png"
"swsh5-36","Remoraid","swsh5","36","Common","Pokémon","Water","60","","HYOGONOSUKE","https://images.pokemontcg.io/swsh5/36.png","https://images.pokemontcg.io/swsh5/36_hires.png"
"swsh5-37","Octillery","swsh5","37","Rare Holo","Pokémon","Water","110","Remoraid","Souichirou Gunjima","https://images.pokemontcg.io/swsh5/37.png","https://images.pokemontcg.io/swsh5/37_hires.png"
"swsh5-38","Corphish","swsh5","38","Common","Pokémon","Water","70","","chibi","https://images.pokemontcg.io/swsh5/38.png","https://images.pokemontcg.io/swsh5/38_hires.png"
"swsh5-39","Crawdaunt","swsh5","39","Uncommon","Pokémon","Water","130","Corphish","Hasegawa Saki","https://images.pokemontcg.io/swsh5/39.png","https://images.pokemontcg.io/swsh5/39_hires.png"
"swsh5-40","Empoleon V","swsh5","40","Rare Holo V","Pokémon","Water","210","","Ayaka Yoshida","https://images.pokemontcg.io/swsh5/40.png","https://images.pokemontcg.io/swsh5/40_hires.png"
"swsh5-41","Frillish","swsh5","41","Common","Pokémon","Water","80","","miki kudo","https://images.pokemontcg.io/swsh5/41.png","https://images.pokemontcg.io/swsh5/41_hires.png"
"swsh5-42","Jellicent","swsh5","42","Rare","Pokémon","Water","120","Frillish","Tomokazu Komiya","https://images.pokemontcg.io/swsh5/42.png","https://images.pokemontcg.io/swsh5/42_hires.png"
"swsh5-43","Bruxish","swsh5","43","Uncommon","Pokémon","Water","110","","Misa Tsutsui","https://images.pokemontcg.io/swsh5/43.png","https://images.pokemontcg.io/swsh5/43_hires.png"
"swsh5-44","Electabuzz","swsh5","44","Common","Pokémon","Lightning","80","","Hasuno","https://images.pokemontcg.io/swsh5/44.png","https://images.pokemontcg.io/swsh5/44_hires.png"
"swsh5-45","Electivire","swsh5","45","Rare","Pokémon","Lightning","140","Electabuzz","Megumi Higuchi","https://images.pokemontcg.io/swsh5/45.png","https://images.pokemontcg.io/swsh5/45_hires.png"
"swsh5-46","Shinx","swsh5","46","Common","Pokémon","Lightning","60","","sowsow","https://images.pokemontcg.io/swsh5/46.png","https://images.pokemontcg.io/swsh5/46_hires.png"
"swsh5-47","Luxio","swsh5","47","Uncommon","Pokémon","Lightning","80","Shinx","Megumi Higuchi","https://images.pokemontcg.io/swsh5/47.png","https://images.pokemontcg.io/swsh5/47_hires.png"
"swsh5-48","Luxray","swsh5","48","Rare Holo","Pokémon","Lightning","150","Luxio","Kazuma Koda","https://images.pokemontcg.io/swsh5/48.png","https://images.pokemontcg.io/swsh5/48_hires.png"
"swsh5-49","Pachirisu","swsh5","49","Common","Pokémon","Lightning","70","","Naoyo Kimura","https://images.pokemontcg.io/swsh5/49.png","https://images.pokemontcg.io/swsh5/49_hires.png"
"swsh5-50","Tapu Koko V","swsh5","50","Rare Holo V","Pokémon","Lightning","210","","AKIRA EGAWA","https://images.pokemontcg.io/swsh5/50.png","https://images.pokemontcg.io/swsh5/50_hires.png"
"swsh5-51","Tapu Koko VMAX","swsh5","51","Rare Holo VMAX","Pokémon","Lightning","320","Tapu Koko V","PLANETA Tsuji","https://images.pokemontcg.io/swsh5/51.png","https://images.pokemontcg.io/swsh5/51_hires.png"
"swsh5-52","Yamper","swsh5","52","Common","Pokémon","Lightning","60","","sui","https://images.pokemontcg.io/swsh5/52.png","https://images.pokemontcg.io/swsh5/52_hires.png"
"swsh5-53","Boltund","swsh5","53","Rare","Pokémon","Lightning","130","Yamper","chibi","https://images.pokemontcg.io/swsh5/53.png","https://images.pokemontcg.io/swsh5/53_hires.png"
"swsh5-54","Galarian Slowpoke","swsh5","54","Common","Pokémon","Psychic","70","","Ryota Murayama","https://images.pokemontcg.io/swsh5/54.png","https://images.pokemontcg.io/swsh5/54_hires.png"
"swsh5-55","Spoink","swsh5","55","Common","Pokémon","Psychic","60","","kawayoo","https://images.pokemontcg.io/swsh5/55.png","https://images.pokemontcg.io/swsh5/55_hires.png"
"swsh5-56","Grumpig","swsh5","56","Uncommon","Pokémon","Psychic","130","Spoink","Tomokazu Komiya","https://images.pokemontcg.io/swsh5/56.png","https://images.pokemontcg.io/swsh5/56_hires.png"
"swsh5-57","Baltoy","swsh5","57","Common","Pokémon","Psychic","60","","sui","https://images.pokemontcg.io/swsh5/57.png","https://images.pokemontcg.io/swsh5/57_hires.png"
"swsh5-58","Claydol","swsh5","58","Rare","Pokémon","Psychic","120","Baltoy","Shibuzoh.","https://images.pokemontcg.io/swsh5/58.png","https://images.pokemontcg.io/swsh5/58_hires.png"
"swsh5-59","Chimecho","swsh5","59","Common","Pokémon","Psychic","70","","Shibuzoh.","https://images.pokemontcg.io/swsh5/59.png","https://images.pokemontcg.io/swsh5/59_hires.png"
"swsh5-60","Espurr","swsh5","60","Common","Pokémon","Psychic","60","","Saya Tsuruta","https://images.pokemontcg.io/swsh5/60.png","https://images.pokemontcg.io/swsh5/60_hires.png"
"swsh5-61","Meowstic","swsh5","61","Rare Holo","Pokémon","Psychic","90","Espurr","Yuu Nishida","https://images.pokemontcg.io/swsh5/61.png","https://images.pokemontcg.io/swsh5/61_hires.png"
"swsh5-62","Mimikyu V","swsh5","62","Rare Holo V","Pokémon","Psychic","160","","Eske Yoshinob","https://images.pokemontcg.io/swsh5/62.png","https://images.pokemontcg.io/swsh5/62_hires.png"
"swsh5-63","Necrozma V","swsh5","63","Rare Holo V","Pokémon","Psychic","220","","PLANETA Tsuji","https://images.pokemontcg.io/swsh5/63.png","https://images.pokemontcg.io/swsh5/63_hires.png"
"swsh5-64","Dottler","swsh5","64","Uncommon","Pokémon","Psychic","70","Blipbug","Midori Harada","https://images.pokemontcg.io/swsh5/64.png","https://images.pokemontcg.io/swsh5/64_hires.png"
"swsh5-65","Orbeetle","swsh5","65","Rare Holo","Pokémon","Psychic","110","Dottler","Mizue","https://images.pokemontcg.io/swsh5/65.png","https://images.pokemontcg.io/swsh5/65_hires.png"
"swsh5-66","Mankey","swsh5","66","Common","Pokémon","Fighting","60","","Ryuta Fuse","https://images.pokemontcg.io/swsh5/66.png","https://images.pokemontcg.io/swsh5/66_hires.png"
"swsh5-67","Primeape","swsh5","67","Rare","Pokémon","Fighting","120","Mankey","Kouki Saitou","https://images.pokemontcg.io/swsh5/67.png","https://images.pokemontcg.io/swsh5/67_hires.png"
"swsh5-68","Onix","swsh5","68","Common","Pokémon","Fighting","110","","Naoyo Kimura","https://images.pokemontcg.io/swsh5/68.png","https://images.pokemontcg.io/swsh5/68_hires.png"
